"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","RUN DATE:","8/16/2017"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","5:43:55PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: MEDICAL HISTORY AND BIOETHICS (452)","","","","","","","","","",""
"","","TERM: 1176","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","MEDICAL HISTORY AND BIOETHICS","","","","","","","","","","",""
"DHH","545","LEC","001","1","16:00 - 18:00","R","1400 G5152","9","0001016446","SUSAN LEDERER","",""
"DHH","545","LEC","001","1","16:00 - 18:00","R","1400 G5152","9","0002600479","NORMAN FOST","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
