"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","",""
"","","","","","","","","","RUN DATE:","8/16/2017"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","5:43:56PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: OPHTHALMOLOGY AND VISUAL SCIENCES (702)","","","","","","","",""
"","","TERM: 1176","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OPHTHALMOLOGY AND VISUAL SCIENCES","","","","","","","","",""
"ALL","699","IND","298","1","-","2","0003568533","DAVID GAMM","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
