"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","",""
"","","","","","","","","","RUN DATE:","8/16/2017"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","5:43:48PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: EDUCATIONAL PSYCHOLOGY (315)","","","","","","","",""
"","","TERM: 1176","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DHH","999","IND","014","1","-","1","0002600039","ROBERT ENRIGHT","",""
"","","","","","","","","","PAGE NUMBER:
2","OF
2"
