"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","RUN DATE:","8/16/2017",""
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","","5:43:54PM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SOCIAL WORK (896)","","","","","","","","",""
"","","TERM: 1176","","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"DHH","999","IND","040","1","-","1","0003014389","STEPHANIE ROBERT","","",""
"DHH","999","IND","050","1","-","1","0003673656","TRACY SCHROEPFER","","",""
"","","","","","","","","PAGE NUMBER:","2","OF","2"
