"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/16/2017"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","5:43:47PM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: REAL ESTATE AND URBAN LAND ECONOMICS (239)","","","","","","","","","","","","",""
"","","TERM: 1176","","","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","REAL ESTATE AND URBAN LAND ECONOMICS","","","","","","","","","","","","","",""
"ACC","306","LEC","001","1","09:00 - 12:00","M","T","W R","0140 2080","29","12","0000875079","MICHAEL JOHNSON","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
