"","","SUBJECT: ART HISTORY (180)","","","","","","","","","","","",""
"","","TERM: 1176","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"ART HISTORY","","","","","","","","","","","","","",""
"DHH","364","LEC","001","1","-","","","","","ONLINE","","10","0000602200","ELIZABETH HOOPER-LANE"
"ACC","430","LEC","001","1","13:00 - 16:00","","T","W R","F","0544 L170","","11","0004198858","MICHAEL MCCLURE"
"DDD","449","LEC","001","1","09:00 - 13:00","M","T","W R","F","0544 L166","4","0","0000958256","ANNA ANDRZEJEWSKI"
"DDD","749","LEC","001","1","09:00 - 13:00","M","T","W R","F","0544 L166","4","4","0000958256","ANNA ANDRZEJEWSKI"
"DHH","990","IND","029","1","-","","","","","","","1","0003076052","THOMAS DALE"
"DHH","990","IND","035","1","-","","","","","","","1","0003568183","JILL CASID"
