"TERM:  1222","","","","","","","","","","","","","","","",""
"COLLEGE:  EDU","","","","","","","","","","","","","","","",""
"SUBJECT:  EDUCATIONAL POLICY STUDIES (310)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","399","IND","012","1","-","","","","","","","","","2","0001270849","P / NANCY KENDALL"
"A1","412","LEC","001","1","09:55 - 10:45","M","W","","","","","0400 L196","103","70","0005794151","P / WALTER STERN"
"A1","412","DIS","301","1","08:50 - 09:40","","","R","","","","0153 0229","1","1","0005794151","P / WALTER STERN"
"A1","412","DIS","302","1","09:55 - 10:45","","","","F","","","0048 B309","25","16","0005862987","X / EMILY TRAN"
"A1","412","DIS","302","1","09:55 - 10:45","","","","F","","","0048 B309","25","16","0005794151","P / WALTER STERN"
"A1","412","DIS","303","1","11:00 - 11:50","","","R","","","","0048 B203","28","21","0005328152","X / HUIMIN WANG"
"A1","412","DIS","303","1","11:00 - 11:50","","","R","","","","0048 B203","28","21","0005794151","P / WALTER STERN"
"A1","412","DIS","304","1","13:20 - 14:10","","W","","","","","0048 B203","15","11","0005794151","P / WALTER STERN"
"A1","412","DIS","305","1","12:05 - 12:55","","","R","","","","0469 2121","18","12","0005794151","P / WALTER STERN"
"A1","412","DIS","305","1","12:05 - 12:55","","","R","","","","0469 2121","18","12","0005328152","X / HUIMIN WANG"
"A1","412","DIS","306","1","13:20 - 14:10","","W","","","","","0469 1131","16","9","0005862987","X / EMILY TRAN"
"A1","412","DIS","306","1","13:20 - 14:10","","W","","","","","0469 1131","16","9","0005794151","P / WALTER STERN"
"A1","500","LEC","001","1","08:00 - 09:15","T","","R","","","","0140 1195","","13","0004354645","P / CAITLIN BRECKLIN"
"A1","542","LEC","001","2","-","","","","","","","","23","20","0003496035","P / ADAM NELSON"
"A1","570","LEC","001","1","13:00 - 14:15","T","","R","","","","0400 L185","21","15","0005439650","P / LESLEY BARTLETT"
"A1","570","LEC","001","1","13:00 - 14:15","T","","R","","","","0400 L185","21","15","0005170811","P / LINDA PHENG"
"A1","575","LEC","001","1","16:00 - 17:15","T","","R","","","","0140 1295","","35","0003976889","P / ERICA TURNER"
"A1","600","LEC","001","1","17:00 - 20:00","M","","","","","","0046 6116","","7","0004431105","P / MATTHEW HORA"
"A1","612","LEC","001","1","20:30 - 21:45","M","W","","","","","0400 L185","12","9","0005794151","P / WALTER STERN"
"A1","699","IND","005","1","-","","","","","","","","","1","0005210854","P / BIANCA BALDRIDGE"
"A1","699","IND","009","1","-","","","","","","","","","2","0005182079","P / RAN LIU"
"A1","701","SEM","001","1","09:00 - 12:00","","","","F","","","0400 0298","","6","0005439650","P / LESLEY BARTLETT"
"A1","701","SEM","001","1","09:00 - 12:00","","","","F","","","0400 0298","","6","0005863264","X / ARIEL BORNS"
"A1","719","LEC","001","4","13:00 - 14:15","T","","","","","","0153 0229","34","3","0003834126","P / EMILY MACHADO"
"A1","719","LEC","001","4","13:00 - 14:15","","","R","","","","0153 0566","34","3","0005160916","P / LEEMA BERLAND"
"A1","761","SEM","001","1","14:25 - 17:25","","","R","","","","0400 L196","","18","0002601954","P / STACEY LEE"
"A1","780","SEM","001","1","14:25 - 17:25","M","","","","","","0154 0228","","9","0006183882","P / AMY CLAESSENS"
"A1","780","SEM","002","1","14:25 - 17:25","","W","","","","","0154 0228","","11","0003976889","P / ERICA TURNER"
"A1","780","SEM","003","1","09:00 - 12:00","","W","","","","","0140 1280","","8","0005338120","P / MICHAEL DAVIS"
