"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  FRENCH (FRENCH AND ITALIAN) (400)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","271","LEC","003","1","14:30 - 15:45","T","R","","","","0482 0478","17","8","0004384099","P / NEVINE EL-NOSSERY"
"A1","271","LEC","012","1","12:05 - 12:55","M","W","F","","","0056 0223","16","16","0004419659","P / JOSHUA ARMSTRONG"
"A1","271","LEC","013","1","14:30 - 15:45","T","R","","","","0482 0478","17","9","0004384099","P / NEVINE EL-NOSSERY"
"A1","271","DIS","303","1","13:20 - 14:10","","W","","","","0087A0351","","8","0004384099","P / NEVINE EL-NOSSERY"
"A1","311","LEC","001","1","09:55 - 10:45","M","W","F","","","0402 0123","","23","0003476310","P / ANNE THEOBALD"
"A1","311","LEC","002","1","09:55 - 10:45","M","W","F","","","0400 L159","","14","0000710873","P / EWA MIERNOWSKA"
"A1","313","LEC","001","1","16:00 - 17:15","T","R","","","","0114 0104","27","25","0000838903","P / MERRITT DEITZ"
"A1","321","LEC","001","1","09:30 - 10:45","T","R","","","","0046 6116","","22","0003012375","P / JAN MIERNOWSKI"
"A1","322","LEC","001","1","14:30 - 15:45","T","R","","","","0106 0119","","29","0002600937","P / RICHARD GOODKIN"
"A1","347","LEC","001","1","11:00 - 11:50","M","W","F","","","0154 1053","","19","0003476310","P / ANNE THEOBALD"
"A1","348","LEC","001","1","11:00 - 12:15","T","R","","","","0155 1325","","13","0003676296","P / FLORENCE VATAN"
"A1","430","LEC","001","1","13:00 - 14:15","T","R","","","","0482 0382","14","3","0003012375","P / JAN MIERNOWSKI"
"A1","440","LEC","001","1","14:30 - 15:45","M","W","","","","0482 0590","22","14","0003464957","P / VLAD DIMA"
"A1","616","LEC","001","1","11:00 - 12:15","T","R","","","","0482 0720","","4","0000838903","P / MERRITT DEITZ"
"A1","672","SEM","001","1","13:00 - 14:15","T","R","","","","0482 0382","14","11","0003012375","P / JAN MIERNOWSKI"
"A1","699","IND","002","1","-","","","","","","","","2","0002601469","P / GILLES BOUSQUET"
"A1","699","IND","013","1","-","","","","","","","","1","0003012375","P / JAN MIERNOWSKI"
"A1","793","FLD","001","1","-","","","","","","","","5","0000838903","P / MERRITT DEITZ"
"A1","799","IND","004","1","-","","","","","","","","1","0002600331","P / MARTINE DEBAISIEUX"
"A1","799","IND","005","1","-","","","","","","","","1","0002600937","P / RICHARD GOODKIN"
"A1","799","IND","024","1","-","","","","","","","","5","0000838903","P / MERRITT DEITZ"
"A1","799","IND","051","1","-","","","","","","","","2","0002601469","P / GILLES BOUSQUET"
"A1","804","SEM","001","5","16:00 - 18:30","T","","","","","0140 1070","13","0","0005850423","P / SUNNY YUDKOFF"
"A1","820","LEC","001","1","10:00 - 12:00","","","F","","","0482 0599","12","9","0003979887","P / LOREN EADIE"
"A1","820","LEC","001","1","10:00 - 12:00","","","F","","","0482 0599","12","9","0004946377","P / HEATHER ALLEN"
"A1","821","LEC","001","1","10:00 - 12:00","","","F","","","0482 0599","12","0","0004946377","P / HEATHER ALLEN"
"A1","821","LEC","001","1","10:00 - 12:00","","","F","","","0482 0599","12","0","0003979887","P / LOREN EADIE"
"A1","901","LEC","002","1","15:30 - 17:30","T","","","","","0482 0720","","5","0003676296","P / FLORENCE VATAN"
"A1","948","LEC","001","1","14:30 - 16:30","","R","","","","0482 0595","","13","0004419659","P / JOSHUA ARMSTRONG"
