"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  STATISTICS (932)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","431","LEC","004","2","14:30 - 15:45","T","R","","","","0048 B239","35","6","0004468599","P / ALBERT AI"
"A1","433","LEC","001","1","16:00 - 17:15","T","R","","","","0056 0022","63","60","0005518378","P / YONGSU LEE"
"A1","433","LEC","001","1","16:00 - 17:15","T","R","","","","0056 0022","63","60","0004929500","P / KARL ROHE"
"A1","433","LEC","002","1","16:00 - 17:15","T","R","","","","0056 0022","63","3","0005518378","P / YONGSU LEE"
"A1","433","LEC","002","1","16:00 - 17:15","T","R","","","","0056 0022","63","3","0004929500","P / KARL ROHE"
"A1","451","LEC","001","1","09:30 - 10:45","T","R","","","","0482 0594","68","63","0006166789","P / JITIAN ZHAO"
"A1","451","LEC","001","1","09:30 - 10:45","T","R","","","","0482 0594","68","63","0006176658","P / SEBASTIAN RASCHKA"
"A1","451","LEC","002","1","14:30 - 15:45","T","R","","","","0451A0331","72","72","0006176658","P / SEBASTIAN RASCHKA"
"A1","451","LEC","002","1","14:30 - 15:45","T","R","","","","0451A0331","72","72","0005886347","P / YANBO SHEN"
"A1","451","LEC","003","1","09:30 - 10:45","T","R","","","","0482 0594","68","5","0006176658","P / SEBASTIAN RASCHKA"
"A1","451","LEC","003","1","09:30 - 10:45","T","R","","","","0482 0594","68","5","0006166789","P / JITIAN ZHAO"
"A1","451","LEC","004","1","14:30 - 15:45","T","R","","","","0451A0331","72","0","0006176658","P / SEBASTIAN RASCHKA"
"A1","451","LEC","004","1","14:30 - 15:45","T","R","","","","0451A0331","72","0","0005886347","P / YANBO SHEN"
"A1","475","LEC","001","2","12:05 - 12:55","M","W","F","","","0470 0107","33","10","0006318882","P / MIKHAIL IVANOV"
"A1","475","LEC","002","2","14:30 - 15:45","T","R","","","","0408 2534","28","6","0005178712","P / JUN LE GOH"
"A1","475","LEC","003","2","09:55 - 10:45","M","W","F","","","0408 3024","27","7","0006318882","P / MIKHAIL IVANOV"
"A1","479","LEC","003","1","11:00 - 12:15","T","R","","","","0407 1153","53","46","0006089345","P / BENJAMIN SEAN KEI JIN TEO"
"A1","479","LEC","003","1","11:00 - 12:15","T","R","","","","0407 1153","53","46","0004472697","P / SAMEER DESHPANDE"
"A1","479","LEC","004","1","11:00 - 12:15","T","R","","","","0407 1153","53","7","0004472697","P / SAMEER DESHPANDE"
"A1","479","LEC","004","1","11:00 - 12:15","T","R","","","","0407 1153","53","7","0006089345","P / BENJAMIN SEAN KEI JIN TEO"
"A1","525","LEC","001","4","09:30 - 10:45","T","R","","","","0404 0311","76","9","0005451706","P / ALBERTO DEL PIA"
"A1","541","LEC","001","1","16:00 - 17:15","T","R","","","","1480 1335","54","7","0004575949","P / YEONHEE PARK"
"A1","541","LEC","001","1","16:00 - 17:15","T","R","","","","1480 1335","54","7","0006341634","P / TIMOTHY GRUENLOH"
"A1","541","DIS","311","1","17:25 - 18:15","T","","","","","1480 1345","18","6","0004575949","P / YEONHEE PARK"
"A1","541","DIS","311","1","17:25 - 18:15","T","","","","","1480 1345","18","6","0006341634","P / TIMOTHY GRUENLOH"
"A1","541","DIS","312","1","17:25 - 18:15","","R","","","","1480 1345","9","1","0004575949","P / YEONHEE PARK"
"A1","541","DIS","312","1","17:25 - 18:15","","R","","","","1480 1345","9","1","0006341634","P / TIMOTHY GRUENLOH"
"A1","541","DIS","313","1","15:00 - 15:50","T","","","","","1480 1335","27","0","0006341634","P / TIMOTHY GRUENLOH"
"A1","541","DIS","313","1","15:00 - 15:50","T","","","","","1480 1335","27","0","0004575949","P / YEONHEE PARK"
