"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","",""
"","","","","","","","","","RUN DATE:","10/16/2017"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","6:07:52PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: GEOLOGICAL ENGINEERING (418)","","","","","","","",""
"","","TERM: 1182","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","999","IND","075","1","-","1","0005117948","WILLIAM LIKOS","",""
"","","","","","","","","","PAGE NUMBER:
3","OF
3"
