"","","SUBJECT: MEDIEVAL STUDIES (633)","","","","","","","","","","","","",""
"","","TERM: 1182","","","","","","","","","","","","",""
"","","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","MEDIEVAL STUDIES","","","","","","","","","","","","","",""
"A1","342","LEC","001","1","14:30 - 15:45","","T","","R","","0056 0222","45","4","0000886751","SCOTT MELLOR"
"A1","415","LEC","001","1","14:30 - 15:45","M","","W","","","0544 L150","5","1","0003076052","THOMAS DALE"
"A1","426","LEC","001","1","14:30 - 15:45","M","","W","","","0469 1221","26","0","0003998975","LISA COOPER"
"A1","520","LEC","001","1","13:00 - 14:15","","T","","R","","0053 0360","17","2","0005444338","MARTIN FOYS"
"AJJ","705","LEC","001","1","14:30 - 16:30","M","","W","","","0482 0720","6","0","0003113298","KEITH BUSBY"
"A1","755","LEC","001","1","13:00 - 14:15","","T","","R","","0482 0574","7","2","0002600533","SALVATORE CALOMINO"
"A1","803","LEC","001","1","10:15 - 12:45","M","","","","","0018 7105","10","0","0003998975","LISA COOPER"
"A1","842","SEM","001","1","15:30 - 17:30","","","","","F","0482 0355","5","1","0001600979","PABLO ANCOS GARCIA"
