"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","",""
"","","","","","","","","","","","RUN DATE:","10/16/2017"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","6:09:14PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SURGICAL SCIENCES (938)","","","","","","","","","",""
"","","TERM: 1182","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","812","SEM","001","1","15:00 - 17:00","T","0093 2360","28","0000374377","CHARLES CZUPRYNSKI","",""
"","","","","","","","","","","PAGE NUMBER:","3","OF
3"
