"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","8/13/2007",""
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","","11:19:38AM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SLAVIC (SLAVIC LANGUAGES) (888)","","","","","","","","",""
"","","TERM:","1076","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"","SLAVIC (SLAVIC LANGUAGES)","","","","","","","","","",""
"DDD","699","IND","009","1","-","1","0002601031","KORNBLATT,JUDITH","","",""
"DDD","699","IND","019","1","-","1","0002601714","LONGINOVIC,TOMISLAV","","",""
"HDD","699","IND","019","1","-","1","0002601714","LONGINOVIC,TOMISLAV","","",""
"","","","","","","","","PAGE NUMBER:","1","OF","1"
