"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: NAVAL SCIENCE (672)","","","","","","","","","","",""
"TERM:","1076","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"AMN
NAVAL SCIENCE","","","","","","","","","","","",""
"ACC
 351
LEC","001","1","08:00 - 08:50","M","T","W","0129 0201","1","0003799483","BARTIS,JOEL NATHANIEL","",""
"","","","","","","","","","","PAGE NUMBER:","1","1
OF"
