"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: RISK MANAGEMENT AND INSURANCE (241)","","","","","","","","","","",""
"TERM:","1076","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"RISK MANAGEMENT AND INSURANCE","","","","","","","","","","","",""
"DDD
 300
LEC","001","1","08:55 - 11:25","M","T","W R","0140 1140","18","0003618603","JU,LAN","",""
"ZDD
 710
LEC","030","1","18:15 - 20:55","M","","R","0140 1195","43","0000573837","KAISER,DANIEL KEVIN","",""
"DHH
 990
IND","079","1","-","","","","","1","0000257377","FREES,EDWARD WILLIAM","",""
"","","","","","","","","","","","1
PAGE NUMBER:","1
OF"
