"","","SUBJECT: FOLKLORE PROGRAM (380)","","","","","","","","","","",""
"","","TERM:","1076","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","FOLKLORE PROGRAM","","","","","","","","","","","",""
"ACC","103","LEC","001","1","09:55 - 12:00","M","T","W R","0469 2441","29","14","0002600540","SUTTON,R ANDERSON"
"ACC","399","IND","001","1","-","","","","","","1","0002600540","SUTTON,R ANDERSON"
"DDD","530","LEC","001","1","09:30 - 12:30","M","T","W R","0056 0224","","9","0003088606","GILMORE,JANET C."
"DHH","699","IND","001","1","-","","","","","","1","0002601448","LEARY,JAMES P."
"ECC","699","IND","001","1","-","","","","","","8","0002601314","OLSON,RUTH E."
"ECC","699","IND","002","1","-","","","","","","2","0002601314","OLSON,RUTH E."
