"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: UNIVERSITY FORUM (943)","","","","","","","","","","",""
"TERM:","1076","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DCS
UNIVERSITY FORUM","","","","","","","","","","","",""
"DDD
 500
LEC","001","1","19:00 - 21:30","T","R","0140 1100","81","15","0004163260","ROLO,MARK ANTHONY","",""
"","","","","","","","","","","PAGE NUMBER:","1","1
OF"
