"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: CHICANA/O AND LATINA/O STUDIES (228)","","","","","","","","","","","","","",""
"","","TERM:","1076","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","CHICANA/O AND LATINA/O STUDIES","","","","","","","","","","","","","","",""
"ACC","243","LEC","001","1","09:00 - 12:00","M","T","W R","F","0469 1217","37","14","0002602174","SCARANO,FRANCISCO A.","",""
"","","","","","","","","","","","","","","PAGE NUMBER:","1","1
OF"
