"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","",""
"TERM:","1076","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","","",""
"ECC
 365
LEC","001","1","09:00 - 12:00","M","T","W R","0140 2165","","1","0003044219","LIGINLAL,DIVAKARAN","",""
"ADD
 422
LEC","001","1","09:30 - 12:00","M","T","W R","0000 GA RM","5","1","0000106122","LAZIMY,RAFAEL","",""
"ADD
 722
LEC","001","1","09:30 - 12:00","M","T","W R","0000 GA RM","5","4","0000106122","LAZIMY,RAFAEL","",""
"ECC
 765
LEC","001","1","09:00 - 12:00","M","T","W R","0140 2195","","7","0003044219","LIGINLAL,DIVAKARAN","",""
"","","","","","","","","","","","","1
PAGE NUMBER:","1
OF"
