"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: BIOSTATISTICS AND MEDICAL INFORMATICS (210)","","","","","","","","","","","","",""
"TERM:","1076","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","BIOSTATISTICS AND MEDICAL INFORMATICS","","","","","","","","","","","","",""
"CFF
 541
LEC","001","1","10:20 - 11:50","M","T","W R","F","0114 0184","20","20","0000143932","FISCHER,ISMOR","",""
"CFF
 546
SEM","001","1","13:10 - 15:40","M","T","W R","F","0118 0150","20","20","0002601926","CHAPPELL,RICHARD J.","",""
"","","","","","","","","","","","","PAGE NUMBER:","1","1
OF"
