"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: MUSIC-PERFORMANCE (664)","","","","","","","",""
"","","TERM:","1076","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","MUSIC-PERFORMANCE","","","","","","","","",""
"DHH","999","IND","046","1","-","1","0003923236","SCHWENDINGER,LAURA","",""
"","","","","","","","","PAGE NUMBER:","1","1
OF"
