"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: HUMAN ONCOLOGY (480)","","","","","","","","",""
"TERM:","1076","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"HUMAN ONCOLOGY","","","","","","","","","",""
"DHH
 699
IND","036","1","-","","","1","0002601281","VERMA,AJIT KUMAR","",""
"DHH
 812
LAB","001","1","-","","1","0","0000422599","THOMADSEN,BRUCE ROBERT","",""
"","","","","","","","","PAGE NUMBER:","1","1
OF"
