"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LATIN (CLASSICS) (524)","","","","","","","","","","",""
"TERM:","1076","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LATIN (CLASSICS)","","","","","","","","","","","",""
"DDD
 391
LEC","001","1","08:30 - 11:30","M","T","R","0482 0399","12","0002601318","MCKEOWN,JAMES C.","",""
"HDD
 392
LEC","001","1","08:30 - 11:30","M","T","R","0482 0367","11","0002601318","MCKEOWN,JAMES C.","",""
"","","","","","","","","","","","1
PAGE NUMBER:","1
OF"
