"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: STATISTICS (932)","","","","","","","",""
"","","TERM:","1076","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DHH","990","IND","262","1","-","1","0004108525","ZHANG,ZHENGJUN","",""
"","","","","","","","","","2
PAGE NUMBER:","2
OF"
