"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/13/2007"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:19:38AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","","",""
"TERM:","1076","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"ASIAN AMERICAN STUDIES","","","","","","","","","","","","",""
"BDD
 153
LAB","001","1","09:00 - 12:45","M","T","W R","0032 B101","22","16","0001029263","CHOY,PEGGY ANN","",""
"DDD
 662
LEC","001","1","10:00 - 13:00","M","T","W R","0140 1185","25","11","0001017511","SHAH,HEMANT G.","",""
"","","","","","","","","","","","","1
PAGE NUMBER:","1
OF"
