"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  BOTANY (208)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","300","LEC","001","1","11:00 - 11:50","T","","R","","","","0054 B302","","30","0003800611","P / MARISA OTEGUI"
"A1","300","LAB","301","1","13:20 - 15:15","T","","R","","","","0054 0118","","15","0003800611","S / MARISA OTEGUI"
"A1","300","LAB","301","1","13:20 - 15:15","T","","R","","","","0054 0118","","15","0006212385","P / DILRINI VANROOYEN"
"A1","300","LAB","302","1","15:30 - 17:25","T","","R","","","","0054 0118","","15","0003800611","S / MARISA OTEGUI"
"A1","300","LAB","302","1","15:30 - 17:25","T","","R","","","","0054 0118","","15","0006212385","P / DILRINI VANROOYEN"
"A1","330","LEC","001","1","13:20 - 13:50","T","","R","","","","0054 0210","","24","0000665746","P / MARIE TREST"
"A1","330","LAB","301","1","13:50 - 15:15","T","","R","","","","0054 0210","","24","0000665746","P / MARIE TREST"
"A1","338","LEC","001","2","14:30 - 15:45","M","W","","","","","0053 0444","50","19","0005125059","P / KEN KEEFOVER-RING"
"A1","340","LEC","001","2","13:00 - 14:15","T","","R","","","","0087C0108","19","6","0000102516","P / HEIDI KAEPPLER"
"A1","370","LEC","001","2","09:30 - 10:45","T","","R","","","","0054 0145","222","75","0003649814","P / RANDY JACKSON"
"A1","400","LEC","001","1","09:55 - 10:45","M","W","","F","","","0054 B302","","49","0002602061","P / KENNETH SYTSMA"
"A1","400","LAB","301","1","13:20 - 16:20","T","","","","","","0054 0243","","18","0002602061","P / KENNETH SYTSMA"
"A1","400","LAB","302","1","13:20 - 16:20","","W","","","","","0054 0243","","22","0004032266","P / ALEXA DINICOLA"
"A1","400","LAB","302","1","13:20 - 16:20","","W","","","","","0054 0243","","22","0002602061","S / KENNETH SYTSMA"
"A1","400","LAB","303","1","13:20 - 16:20","","","R","","","","0054 0243","","9","0006288965","P / NICOLE MITIDIERI RIVERA"
"A1","400","LAB","303","1","13:20 - 16:20","","","R","","","","0054 0243","","9","0002602061","S / KENNETH SYTSMA"
"A1","402","LEC","001","1","11:00 - 12:15","T","","","","","","0054 0245","31","18","0003229429","P / SARA HOTCHKISS"
"A1","402","LAB","301","1","13:20 - 15:50","T","","","","","","0054 0245","15","7","0003229429","S / SARA HOTCHKISS"
"A1","402","LAB","301","1","13:20 - 15:50","T","","","","","","0054 0245","15","7","0005331695","P / TOM THEIN"
"A1","402","LAB","302","1","13:20 - 15:50","","W","","","","","0054 0245","16","11","0003229429","S / SARA HOTCHKISS"
"A1","402","LAB","302","1","13:20 - 15:50","","W","","","","","0054 0245","16","11","0005331695","P / TOM THEIN"
"A1","403","IND","031","1","-","","","","","","","","","1","0002602061","P / KENNETH SYTSMA"
"A1","410","LEC","001","3","11:00 - 12:15","T","","R","","","","0402 0168","74","15","0000105156","P / CAROL LEE"
"A1","410","DIS","301","3","13:20 - 14:10","","","","F","","","0402 0119","25","7","0000105156","S / CAROL LEE"
"A1","410","DIS","301","3","13:20 - 14:10","","","","F","","","0402 0119","25","7","0006456545","P / PATRICIA ZITO"
"A1","410","DIS","302","3","14:25 - 15:15","","","","F","","","0402 0119","24","8","0006456545","P / PATRICIA ZITO"
"A1","410","DIS","302","3","14:25 - 15:15","","","","F","","","0402 0119","24","8","0000105156","S / CAROL LEE"
"A1","410","DIS","303","3","10:00 - 10:50","","","","F","","","0402 0119","25","0","0000105156","S / CAROL LEE"
"A1","410","DIS","303","3","10:00 - 10:50","","","","F","","","0402 0119","25","0","0006456545","P / PATRICIA ZITO"
