"TERM:  1242","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  ENGLISH (352)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W","R","F
S","FACILITY
X","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","144","DIS","306","1","14:25 - 15:15","","","","R","","0018 4279","18","18","0006368831","P / GABRIEL FIANDEIRO"
"A1","144","DIS","307","1","15:30 - 16:20","","","","R","","0018 4279","18","18","0006180324","S / AINEHI EDORO"
"A1","144","DIS","307","1","15:30 - 16:20","","","","R","","0018 4279","18","18","0006368831","P / GABRIEL FIANDEIRO"
"A1","144","DIS","308","1","16:35 - 17:25","","","","R","","0018 4212","17","17","0006180324","S / AINEHI EDORO"
"A1","144","DIS","308","1","16:35 - 17:25","","","","R","","0018 4212","17","17","0006368831","P / GABRIEL FIANDEIRO"
"A1","144","DIS","309","1","08:50 - 09:40","","","","","F","0469 2211","18","18","0006180324","S / AINEHI EDORO"
"A1","144","DIS","309","1","08:50 - 09:40","","","","","F","0469 2211","18","18","0006367136","P / CECELIA STOKES"
"A1","144","DIS","310","1","09:55 - 10:45","","","","","F","0545 4004","18","18","0006180324","S / AINEHI EDORO"
"A1","144","DIS","310","1","09:55 - 10:45","","","","","F","0545 4004","18","18","0006367136","P / CECELIA STOKES"
"A1","144","DIS","311","1","11:00 - 11:50","","","","","F","0545 4018","18","18","0006180324","S / AINEHI EDORO"
"A1","144","DIS","311","1","11:00 - 11:50","","","","","F","0545 4018","18","18","0006367136","P / CECELIA STOKES"
"A1","144","DIS","312","1","12:05 - 12:55","","","","","F","0018 7111","18","18","0006370798","P / JAGRAVI DAVE"
"A1","144","DIS","312","1","12:05 - 12:55","","","","","F","0018 7111","18","18","0006180324","P / AINEHI EDORO"
"A1","144","DIS","313","1","13:20 - 14:10","","","","","F","0018 4279","18","18","0006180324","S / AINEHI EDORO"
"A1","144","DIS","313","1","13:20 - 14:10","","","","","F","0018 4279","18","18","0006370798","P / JAGRAVI DAVE"
"A1","144","DIS","314","1","14:25 - 15:15","","","","","F","0018 4279","18","18","0006370798","P / JAGRAVI DAVE"
"A1","144","DIS","314","1","14:25 - 15:15","","","","","F","0018 4279","18","18","0006180324","S / AINEHI EDORO"
"A1","150","LEC","001","1","13:20 - 14:10","","T","","R","","0469 3650","224","89","0004695471","P / TIMOTHY YU"
"A1","150","DIS","302","1","09:55 - 10:45","","","","","F","0140 2165","18","7","0004695471","S / TIMOTHY YU"
"A1","150","DIS","302","1","09:55 - 10:45","","","","","F","0140 2165","18","7","0006286237","P / ELIJAH LEVINE"
"A1","150","DIS","303","1","11:00 - 11:50","","","","","F","0545 4004","18","6","0006286237","P / ELIJAH LEVINE"
"A1","150","DIS","303","1","11:00 - 11:50","","","","","F","0545 4004","18","6","0004695471","S / TIMOTHY YU"
"A1","150","DIS","304","1","12:05 - 12:55","","","","","F","0469 2653","19","6","0004695471","S / TIMOTHY YU"
"A1","150","DIS","304","1","12:05 - 12:55","","","","","F","0469 2653","19","6","0006286237","P / ELIJAH LEVINE"
"A1","150","DIS","305","1","13:20 - 14:10","","","","","F","0018 4212","19","10","0006286237","P / ELIJAH LEVINE"
"A1","150","DIS","305","1","13:20 - 14:10","","","","","F","0018 4212","19","10","0004695471","S / TIMOTHY YU"
"A1","150","DIS","306","1","14:25 - 15:15","","","","","F","0018 7115","17","1","0006220064","P / JOSEPH TURNER"
"A1","150","DIS","306","1","14:25 - 15:15","","","","","F","0018 7115","17","1","0004695471","S / TIMOTHY YU"
"A1","150","DIS","307","1","15:30 - 16:20","","","","","F","0018 7111","19","4","0006220064","P / JOSEPH TURNER"
