"TERM:  1242","","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  LATIN AMERICAN, CARIBBEAN, AND IBERIAN STUDIES (525)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","260","LEC","001","10","09:30 - 10:45","","T","R","","","","0469 1101","92","12","0006039057","P / PATRICK IBER"
"A1","260","DIS","301","10","11:00 - 11:50","","T","","","","","0469 2625","19","0","0006368257","P / NICOLAS RUEDA REY"
"A1","260","DIS","302","10","12:05 - 12:55","","T","","","","","0469 2101","17","3","0006368257","P / NICOLAS RUEDA REY"
"A1","260","DIS","303","10","14:25 - 15:15","","T","","","","","0469 2125","18","3","0006368257","P / NICOLAS RUEDA REY"
"A1","260","DIS","304","10","17:40 - 18:30","","T","","","","","0469 2251","17","4","0006368257","P / NICOLAS RUEDA REY"
"A1","260","DIS","305","10","13:20 - 14:10","","","W","","","","0469 2121","19","2","0006039057","P / PATRICK IBER"
"A1","260","DIS","333","10","-","","","","","","","","2","0","0006039057","P / PATRICK IBER"
"A1","361","LEC","001","2","08:50 - 09:40","M","T","W
R","","","","ONLINE","1","0","0003574856","P / ARMANDO MUYOLEMA"
"A1","363","LEC","001","2","09:55 - 10:45","M","T","W
R","","","","ONLINE","1","1","0003574856","P / ARMANDO MUYOLEMA"
"A1","367","LEC","001","2","11:00 - 11:50","","T","R","","","","0155 1221","15","4","0003471535","P / BEATRIZ BOTERO"
"A1","367","DIS","302","2","11:00 - 11:50","","","","F","","","0035 0103","10","4","0003471535","P / BEATRIZ BOTERO"
"A1","367","DIS","303","2","12:05 - 12:55","","","","F","","","0035 0103","5","0","0003471535","P / BEATRIZ BOTERO"
"A1","376","LEC","001","2","08:50 - 09:40","M","T","W
R","","","","ONLINE","4","1","0003066089","P / JESSICA HURLEY"
"A1","440","LEC","001","1","12:00 - 13:00","","T","","","","","0056 0206","","5","0000857902","P / ALBERTO VARGAS-PRIETO"
"A1","440","LEC","002","1","12:00 - 12:50","","T","","","","","0056 0206","","2","0000857902","P / ALBERTO VARGAS-PRIETO"
"A1","982","SEM","002","13","15:30 - 17:30","","","W","","","","0482 1120","14","8","0003233885","P / KATA BEILIN"
"A1","982","SEM","003","13","15:30 - 17:30","M","","","","","","0482 1120","10","2","0001056851","P / KATHRYN SANCHEZ"
