"TERM:  1242","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  ITALIAN (FRENCH AND ITALIAN) (508)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W","R","F
S","FACILITY
X","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","365","DIS","302","3","14:25 - 15:15","","","","R","","0482 0395","24","0","0004193311","S / KRISTIN PHILLIPS-COURT"
"A1","365","DIS","302","3","14:25 - 15:15","","","","R","","0482 0395","24","0","0005694464","P / UGO BRISOLESE"
"A1","365","DIS","303","3","08:50 - 09:40","","","","","F","0482 0394","25","1","0005694464","P / UGO BRISOLESE"
"A1","365","DIS","303","3","08:50 - 09:40","","","","","F","0482 0394","25","1","0004193311","S / KRISTIN PHILLIPS-COURT"
"A1","365","DIS","304","3","09:55 - 10:45","","","","","F","0482 0394","21","1","0005694464","P / UGO BRISOLESE"
"A1","365","DIS","304","3","09:55 - 10:45","","","","","F","0482 0394","21","1","0004193311","S / KRISTIN PHILLIPS-COURT"
"A1","365","DIS","305","3","12:05 - 12:55","","","","","F","0482 0587","22","3","0005694464","P / UGO BRISOLESE"
"A1","365","DIS","305","3","12:05 - 12:55","","","","","F","0482 0587","22","3","0004193311","S / KRISTIN PHILLIPS-COURT"
"A1","632","LEC","002","1","13:00 - 15:30","","","","","F","0482 0720","","6","0003213526","P / ERNESTO LIVORNI"
"A1","732","LEC","001","1","16:00 - 18:30","","T","","","","0482 0375","","6","0002600112","P / STEFANIA BUCCINI"
"A1","821","LEC","001","4","10:00 - 12:00","","","","","F","0482 0720","6","4","0003979887","P / LOREN EADIE"
"A1","821","LEC","001","4","10:00 - 12:00","","","","","F","0482 0720","6","4","0004946377","P / HEATHER ALLEN"
"A1","951","LEC","001","1","16:00 - 18:00","","","","R","","0482 0720","","5","0000127660","P / PATRICK RUMBLE"
"A1","990","IND","004","1","-","","","","","","","","2","0000680398","P / GRAZIA MENECHELLA"
"A1","990","IND","005","1","-","","","","","","","","3","0000127660","P / PATRICK RUMBLE"
"A1","990","IND","007","1","-","","","","","","","","2","0003213526","P / ERNESTO LIVORNI"
"A1","990","IND","009","1","-","","","","","","","","1","0004193311","P / KRISTIN PHILLIPS-COURT"
