"TERM:  1242","","","","","","","","","","","","","","",""
"COLLEGE:  EGR","","","","","","","","","","","","","","",""
"SUBJECT:  ENGINEERING PHYSICS (347)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","271","LEC","001","1","08:00 - 09:15","T","R","","","","0404 0410","","46","0000318467","P / CARL SOVINEC"
"A1","418","LEC","001","1","15:30 - 16:30","M","","","","","","","7","0003382343","P / SCOTT WILLIAMS"
"A1","418","LEC","002","1","-","","","","","","ONLINE","","15","0003382343","P / SCOTT WILLIAMS"
"A1","418","LEC","003","1","-","","","","","","ONLINE","","4","0003382343","P / SCOTT WILLIAMS"
"A1","468","LEC","001","1","16:25 - 17:15","","W","","","","0407 2106","11","11","0003039912","P / WENDY CRONE"
"A1","468","LEC","002","1","16:00 - 16:50","","R","","","","0407 2106","","12","0003039912","P / WENDY CRONE"
"A1","469","LEC","001","1","16:25 - 17:15","","W","","","","0407 2106","11","0","0003039912","P / WENDY CRONE"
"A1","547","LEC","001","1","11:00 - 11:50","M","W","F","","","0407 1152","27","9","0000861732","P / SHARAD CHANDARANA"
"A1","568","IND","001","1","-","","","","","","","","4","0003039912","P / WENDY CRONE"
"A1","569","IND","001","1","-","","","","","","","","2","0003039912","P / WENDY CRONE"
"A1","759","LEC","001","4","08:25 - 09:40","M","W","F","","","0408 1800","159","2","0006239625","P / JINGQUAN WANG"
"A1","759","LEC","001","4","08:25 - 09:40","M","W","F","","","0408 1800","159","2","0005738478","P / JASON ZHOU"
"A1","759","LEC","001","4","08:25 - 09:40","M","W","F","","","0408 1800","159","2","0006248478","P / HUZAIFA MUSTAFA UNJHAWALA"
"A1","759","LEC","001","4","08:25 - 09:40","M","W","F","","","0408 1800","159","2","0004002508","P / DAN NEGRUT"
"A1","759","LEC","001","4","08:25 - 09:40","M","W","F","","","0408 1800","159","2","0006204981","P / HARRY ZHANG"
"A1","920","SEM","001","1","12:00 - 13:00","","R","","","","0762 0106","","4","0001290359","P / PAUL WILSON"
