"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","","10/14/2011"
"","","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","","12:53:06PM"
"","","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: REHABILITATION MEDICINE (840)","","","","","","","","","","","","","",""
"","","TERM:","1122","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"","REHABILITATION MEDICINE","","","","","","","","","","","","","","",""
"010","920","FLD","001","1","06:00 - 17:00","M","T","W R","F","S","1","0002601203","KEITH SPERLING","","",""
"018","920","FLD","009","1","06:00 - 17:00","M","T","W R","F","S","2","0002601203","KEITH SPERLING","","",""
"019","920","FLD","010","1","06:00 - 17:00","M","T","W R","F","S","2","0002601203","KEITH SPERLING","","",""
"020","920","FLD","011","1","06:00 - 17:00","M","T","W R","F","S","1","0002601203","KEITH SPERLING","","",""
"","","","","","","","","","","","","","PAGE NUMBER:","1","OF","1"
