"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/14/2011"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","12:53:06PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: INDUSTRIAL RELATIONS (492)","","","","","","","",""
"","","TERM:","1122","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INDUSTRIAL RELATIONS","","","","","","","","",""
"A1","990","IND","067","1","-","2","0002600277","JONATHAN ZEITLIN","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
