"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","RUN DATE:","10/14/2011"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","12:53:06PM"
"","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","","",""
"TERM:","1122","","","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","","",""
"A1
 901
SEM","001","1","14:00 - 17:00","M","","0046 8146","7","0003351566","JOAN FUJIMURA","",""
"A1
 902
SEM","001","1","12:00 - 13:30","","R","0046 8108","2","0000997082","DANIEL KLEINMAN","",""
"","","","","","","","","","","PAGE NUMBER:
1","OF
1"
