"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/14/2011"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","12:53:06PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: PHYSICAL EDUC ACTIVITY PROGM (DEPARTMENT OF KINES) (740)","","","","","","","","","","",""
"","","TERM:","1122","","","","","","","","","",""
"","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","362","LAB","001","1","13:20 - 14:10","T","R","0038 0136","10","0000526677","LYLE SCHAEFER","",""
"","","","","","","","","","","","","PAGE NUMBER:
3","OF
3"
