"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/16/2019"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","6:14:44PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","",""
"","","TERM: 1202","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","560","LEC","002","1","11:00 - 12:50","M","W","0032 0249","22","0001029263","PEGGY CHOY","",""
"","","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
