"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/16/2019"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","6:14:49PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","","","",""
"","","TERM: 1202","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","","","",""
"A1","201","LEC","001","1","11:00 - 12:15","T","R","0482 0201","28","0005692372","ADAM HAYES","",""
"A1","699","IND","001","1","-","","","","1","0005340935","NICOLE NELSON","",""
"A1","901","SEM","001","1","13:00 - 15:50","T","","0046 8146","7","0003351566","JOAN FUJIMURA","",""
"A1","902","SEM","001","1","12:30 - 14:00","","R","0046 8411","11","0004531636","NOAH FEINSTEIN","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
