"","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","","RUN DATE:","10/16/2019"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","6:14:51PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ANATOMY (144)","","","","","","","","","","","",""
"","","TERM: 1202","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"MED","","","","","","","","","","","","","",""
"ANATOMY","","","","","","","","","","","","","",""
"A1","619","LEC","001","1","13:20 - 14:10","T","R","0407 1152","27","0","0000955912","KEVIN ELICEIRI","",""
"A1","619","LEC","001","1","13:20 - 14:10","T","R","0407 1152","27","0","0004630653","PAUL CAMPAGNOLA","",""
"A1","619","LAB","301","1","17:00 - 19:00","","W","0408 3024","27","0","0004630653","PAUL CAMPAGNOLA","",""
"A1","619","LAB","301","1","17:00 - 19:00","","W","0408 3024","27","0","0000955912","KEVIN ELICEIRI","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
