"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","",""
"","","","","","","","","","RUN DATE:","2/27/2015"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","3:56:25PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INTERDISCIPLINARY COURSES (L & S) (502)","","","","","","","","",""
"TERM:","1154","","","","","","","","",""
"","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 260
FLD","002","1","-","","ONLINE","2","0003555006","RUSSELL CASTRONOVO","",""
"A1
 700
SEM","001","1","13:00 - 15:30","T","","2","0003800607","SARA GUYER","",""
"","","","","","","","","PAGE NUMBER:","2","OF
2"
