"","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","RUN DATE:","2/27/2015"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","3:56:25PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: PHILOSOPHY (736)","","","","","","","","",""
"TERM:","1154","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 999
IND","051","1","-","","","1","0002600270","STEVEN NADLER","",""
"A1
 999
IND","055","1","-","","","3","0002600633","ELLIOTT SOBER","",""
"","","","","","","","","PAGE NUMBER:","5","OF
5"
