"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","RUN DATE:","2/27/2015"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","3:56:25PM"
"","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: MEDICAL HISTORY AND BIOETHICS (452)","","","","","","","","","",""
"TERM:","1154","","","","","","","","","",""
"","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 734
SEM","001","1","08:15 - 10:15","W","0430 5223","20","1","0002600410","ROBIN CHARO","",""
"A1
 999
IND","002","1","-","","","","1","0001007712","JUDITH HOUCK","",""
"","","","","","","","","","","PAGE NUMBER:
2","OF
2"
