"","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","RUN DATE:","2/27/2015"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","3:56:25PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: JEWISH STUDIES (510)","","","","","","","","",""
"TERM:","1154","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 699
IND","005","1","-","","","1","0002600270","STEVEN NADLER","",""
"A1
 699
IND","008","1","-","","","1","0001322480","SIMONE SCHWEBER","",""
"","","","","","","","","PAGE NUMBER:","2","OF
2"
