"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","",""
"","","","","","","","","","","RUN DATE:","8/21/2019"
"","","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","","RUN TIME:","10:25:02AM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","",""
"","","TERM: 1196","","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","","",""
"DHH","827","FLD","001","1","-","0512 0110","17","0004454307","J COLLINS","",""
"","","","","","","","","","","PAGE NUMBER:
1","OF
1"
