"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/21/2019"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","10:25:02AM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: CHICANA/O AND LATINA/O STUDIES (228)","","","","","","","","","","","","",""
"","","TERM: 1196","","","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","CHICANA/O AND LATINA/O STUDIES","","","","","","","","","","","","","",""
"DDD","245","LEC","001","1","13:00 - 16:00","M","T","W R","0140 2185","10","7","0003369518","JILLIAN JACKLIN","",""
"ZDD","440","LEC","001","1","13:00 - 15:25","M","T","W R","0046 4308","15","4","0004417047","MICHAEL LIGHT","",""
"DHH","699","IND","001","1","-","","","","","","1","0004417047","MICHAEL LIGHT","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
