"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/21/2019"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","10:25:02AM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: RELIGIOUS STUDIES (856)","","","","","","","","","","","","",""
"","","TERM: 1196","","","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","RELIGIOUS STUDIES","","","","","","","","","","","","","",""
"ADD","400","LEC","001","1","-","","","","ONLINE","","13","0004721206","MICHAEL NAPARSTEK","",""
"ZDD","501","LEC","001","1","13:10 - 15:50","M","T","W R","0018 5193","15","1","0005100533","JESSE STEINBERG","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
