"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/21/2019"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","10:25:02AM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: HISTORY OF SCIENCE (456)","","","","","","","","","","","","",""
"","","TERM: 1196","","","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","HISTORY OF SCIENCE","","","","","","","","","","","","","",""
"ZDD","206","LEC","001","1","09:50 - 12:20","M","T","W R","0057 2335","13","1","0000839802","JAMES LATTIS","",""
"ADD","250","LEC","001","1","-","","","","ONLINE","","27","0004189852","EMER LUCEY","",""
"DHH","990","IND","104","1","-","","","","","","1","0005167403","PABLO GOMEZ","",""
"DHH","999","IND","006","1","-","","","","","","1","0003477628","RICHARD KELLER","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
