"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/21/2019"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","10:25:02AM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: CLASSICS (244)","","","","","","","","","","","","",""
"","","TERM: 1196","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"CLASSICS","","","","","","","","","","","","","","",""
"HDD","205","LEC","001","1","-","","","","","ONLINE","58","0006239311","MATTHEW TAYLOR","",""
"DDD","322","LEC","002","1","09:00 - 11:00","M","T","W R","","0482 0594","19","0004679255","GRANT NELSESTUEN","",""
"ACC","370","LEC","002","1","09:00 - 11:00","M","T","W R","F","0482 0594","15","0004679250","ALEXANDER DRESSLER","",""
"","","","","","","","","","","","","","PAGE NUMBER:","1","OF
1"
