"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/21/2019"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","10:25:01AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ACTUARIAL SCIENCE (242)","","","","","","","","","","",""
"","","TERM: 1196","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ACTUARIAL SCIENCE","","","","","","","","","","","",""
"AGG","300","LEC","001","1","19:00 - 20:00","T","R","ONLINE","15","0005851870","GORDON ENDERLE","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
