"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","3/3/2014",""
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","","10:27:08AM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ART HISTORY (180)","","","","","","","","",""
"","","TERM:","1144","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"A1","990","IND","029","1","-","3","0003076052","THOMAS DALE","","",""
"A1","990","IND","035","1","-","6","0003568183","JILL CASID","","",""
"A1","990","IND","037","1","-","1","0004394923","NANCY MITHLO","","",""
"","","","","","","","","PAGE NUMBER:","3","OF","3"
