"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","3/3/2014"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","10:27:08AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INTERNATIONAL STUDIES (504)","","","","","","","","","","",""
"TERM:","1144","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"CFF
 620
SEM","001","1","16:30 - 19:30","T","","","","11","0000857902","ALBERTO VARGAS-PRIETO","",""
"A1
 667
LEC","001","1","11:00 - 12:15","T","R","0053 0180","38","9","0005099816","ERICA SIMMONS","",""
"A1
 681
IND","001","1","-","","","","","1","0003477628","RICHARD KELLER","",""
"A1
 699
IND","002","1","-","","","","","1","0004004466","ALLISON CHRISTIANS","",""
"","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
