"","","SUBJECT: MEDICAL HISTORY AND BIOETHICS (452)","","","","","","","","","","","",""
"","","TERM:","1144","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"A1","565","LEC","001","1","14:30 - 15:45","T","","R","","0482 0486","26","7","0003090528","ROBERT STREIFFER"
"A1","610","LEC","001","1","08:00 - 10:00","","","","F","0451A0116","","6","0003738951","LINDA HOGLE"
"ADD","730","LEC","001","1","17:30 - 19:00","T","","R","","","","6","0002600479","NORMAN FOST"
"ADD","730","LEC","001","1","17:30 - 19:00","T","","R","","","","6","0004704115","JAMES KELLEHER"
"EDD","730","LEC","002","1","-","","","","","","","20","0002600479","NORMAN FOST"
"A1","919","LEC","001","1","13:20 - 15:20","","W","","","0469 5245","11","5","0005167403","PABLO GOMEZ"
"A1","919","LEC","001","1","13:20 - 15:20","","W","","","0469 5245","11","5","0001578092","NEIL KODESH"
