"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","RUN DATE:","3/3/2014",""
"","","","","","","University of Wisconsin-Madison","","","","","",""
"","","","","","","","","","","RUN TIME:","","10:27:08AM"
"","","","","","","Office of the Registrar","","","","","",""
"","","SUBJECT: COMPARATIVE BIOSCIENCES (934)","","","","","","","","","",""
"","","TERM:","1144","","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","","",""
"A1","775","IND","001","1","-","15","0000415099","LYNN MAKI","","","",""
"A1","775","IND","002","1","-","9","0000415099","LYNN MAKI","","","",""
"A1","775","IND","003","1","-","6","0000415099","LYNN MAKI","","","",""
"A1","775","IND","004","1","-","3","0000415099","LYNN MAKI","","","",""
"","","","","","","","","","PAGE NUMBER:","2","OF","2"
