"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","2/26/2009"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:36:13AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: PHYSICAL THERAPY (745)","","","","","","","","","","","",""
"TERM:","1094","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 700
FLD","001","1","08:00 - 16:30","M","T","W R","F","OFF CAMPUS","39","0000787377","SUSAN WENKER","",""
"A1
 799
IND","003","1","-","","","","","","3","0000739210","BRYAN HEIDERSCHEIT","",""
"","","","","","","","","","","","","PAGE NUMBER:
3","OF
3"
