"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","2/26/2009"
"","","","","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","","","","RUN TIME:","11:36:13AM"
"","","","","","","","","","Office of the Registrar","","","",""
"","SUBJECT: REHABILITATION MEDICINE (840)","","","","","","","","","","","",""
"TERM:","1094","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"REHABILITATION MEDICINE","","","","","","","","","","","","",""
"012
 920
FLD","003","1","06:00 - 17:00","M","T","W R","F","S","1","0002601203","KEITH SPERLING","",""
"014
 920
FLD","005","1","06:00 - 17:00","M","T","W R","F","S","1","0002601203","KEITH SPERLING","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
