"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","2/26/2009"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","11:36:13AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: GEOLOGICAL ENGINEERING (418)","","","","","","","","",""
"TERM:","1094","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 990
IND","029","1","-","","","1","0002601033","TUNCER EDIL","",""
"A1
 990
IND","057","1","-","","","1","0002600565","CRAIG BENSON","",""
"","","","","","","","","PAGE NUMBER:","2","OF
2"
