"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","RUN DATE:","2/27/2017"
"","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","RUN TIME:","5:57:38PM"
"","","","","","Office of the Registrar","","","",""
"","","SUBJECT: ITALIAN (FRENCH AND ITALIAN) (508)","","","","","","",""
"","","TERM:","1174","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","990","IND","010","1","1","0004616865","JELENA TODOROVIC","",""
"","","","","","","","","PAGE NUMBER:
2","OF
2"
