"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","RUN DATE:","2/27/2017"
"","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","RUN TIME:","5:57:38PM"
"","","","","","Office of the Registrar","","","",""
"","","SUBJECT: LIFE SCIENCES COMMUNICATION (120)","","","","","","",""
"","","TERM:","1174","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","999","IND","005","1","1","0001400134","DIETRAM SCHEUFELE","",""
"","","","","","","","","PAGE NUMBER:
3","OF
3"
