"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","RUN DATE:","","2/27/2017"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","RUN TIME:","","5:57:38PM"
"","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ONCOLOGY (700)","","","","","","","",""
"","","TERM:","1174","","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"A1","990","IND","055","1","2","0004910998","WILLIAM RICKE","","",""
"A1","990","IND","083","1","1","0003113311","ANNA HUTTENLOCHER","","",""
"A1","990","IND","091","1","1","0000945435","JOSHUA LANG","","",""
"A1","990","IND","093","1","1","0000133323","DAVID EVANS","","",""
"","","","","","","","PAGE NUMBER:","2","OF","2"
