"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","RUN DATE:","2/27/2017"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","5:57:38PM"
"","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ART EDUCATION (DEPARTMENT OF ART) (176)","","","","","","","","","",""
"TERM:","1174","","","","","","","","","",""
"","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ART EDUCATION (DEPARTMENT OF ART)","","","","","","","","","",""
"A1
 423
FLD","001","1","16:30 - 18:00","M","0469 6127","6","6","0000426349","MARY HOEFFERLE","",""
"A1
 424
FLD","001","1","16:30 - 18:00","M","0469 6127","6","6","0000426349","MARY HOEFFERLE","",""
"","","","","","","","","","","PAGE NUMBER:
1","OF
1"
