"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","2/27/2017"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","5:57:38PM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: OCCUPATIONAL THERAPY (DEPARTMENT OF KINESIOLOGY) (695)","","","","","","","","","","","","",""
"","","TERM:","1174","","","","","","","","","","","",""
"","","","","","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OCCUPATIONAL THERAPY (DEPARTMENT OF KINESIOLOGY)","","","","","","","","","","","","","",""
"A1","881","SEM","001","1","08:00 - 17:00","M","T","W R","F","0450 3130","3","0003437442","RUTH BENEDICT","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
