"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","10/16/2006"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","9:59:17AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: AFRICAN LANGUAGES AND LITERATURE (104)","","","","","","","","",""
"TERM:","1072","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 990
IND","016","1","-","","","1","0002601685","SONGOLO,ALIKO","",""
"A1
 990
IND","019","1","-","","","1","0003351538","OLANIYAN,TEJUMOLA","",""
"","","","","","","","","PAGE NUMBER:","3","3
OF"
