"","","SUBJECT: HORTICULTURE (476)","","","","","","","","","","","","",""
"","","TERM:","1072","","","","","","","","","","","",""
"","","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"HORTICULTURE","","","","","","","","","","","","","","",""
"A1","120","LEC","001","1","13:20 - 14:10","M","","W","","","0087C0108","","73","0000256665","PATTERSON,SARA E."
"A1","120","LAB","301","1","09:55 - 11:50","","","","R","","0087C0247","","24","0000256665","PATTERSON,SARA E."
"A1","120","LAB","302","1","13:20 - 15:15","","","","R","","0087C0247","","25","0000256665","PATTERSON,SARA E."
"A1","120","LAB","303","1","13:20 - 15:15","","","","","F","0087C0247","","24","0000256665","PATTERSON,SARA E."
"A1","122","LEC","001","1","12:05 - 12:55","M","T","W R","","","0087C0128","","24","0002600923","MCCOWN,BRENT H"
"A1","122","LEC","001","1","12:05 - 12:55","M","T","W R","","","0087C0128","","24","0000309658","NIENHUIS,JAMES"
"A1","122","LAB","301","1","15:30 - 17:25","","T","","","","0087C0247","","15","0002600923","MCCOWN,BRENT H"
"A1","122","LAB","301","1","15:30 - 17:25","","T","","","","0087C0247","","15","0000309658","NIENHUIS,JAMES"
"A1","122","LAB","302","1","15:30 - 17:25","","","W","","","0087C0247","","9","0002600923","MCCOWN,BRENT H"
"A1","122","LAB","302","1","15:30 - 17:25","","","W","","","0087C0247","","9","0000309658","NIENHUIS,JAMES"
"A1","261","LEC","001","1","07:45 - 08:35","M","","W","","","0087C0247","","16","0002601095","STIER,JOHN C"
"A1","261","LAB","301","1","13:20 - 15:50","","","W","","","0087C0128","","16","0002601095","STIER,JOHN C"
"A1","263","LAB","001","1","09:55 - 11:50","","T","","R","","0087C0128","10","3","0003011277","JULL,LAURA G."
"A1","263","LAB","002","1","13:20 - 15:15","","T","","R","","0114 0104","23","8","0003011277","JULL,LAURA G."
"A1","263","LEC","301","1","15:30 - 16:45","M","","","","","0087C0108","33","11","0003011277","JULL,LAURA G."
"A1","299","IND","011","1","-","","","","","","","","3","0000309658","NIENHUIS,JAMES"
"A1","299","IND","025","1","-","","","","","","","","2","0002600923","MCCOWN,BRENT H"
"A1","309","LEC","001","1","13:20 - 14:10","M","","","","","0114 0187","24","1","0000496582","STANOSZ,GLEN ROBERT"
"A1","309","LAB","301","1","13:20 - 16:20","M","","","","","0114 0187","24","1","0000496582","STANOSZ,GLEN ROBERT"
"A1","320","LEC","001","1","09:30 - 10:45","","T","","R","","0087A0351","","33","0002601645","PALTA,JIWAN P"
"A1","328","LEC","001","1","09:55 - 10:45","M","","W","","F","0087A0351","9","2","0001144182","LUSCHEI,EDWARD C"
"A1","328","LAB","301","1","14:25 - 16:20","M","","","","","0087C0128","9","2","0003982864","CROW,RICHARD LESLIE"
"A1","339","LEC","001","1","11:00 - 12:15","","T","","R","","0087C0136","11","3","0003955731","ANE,JEAN-MICHEL M"
"A1","339","LAB","301","1","13:20 - 16:20","","","W","","","0087C0136","4","1","0003995872","VENKATESHWARAN,MUTHUSUBRAMANIAN"
"A1","339","LAB","302","1","13:20 - 16:20","","","","R","","0087C0136","7","2","0003995872","VENKATESHWARAN,MUTHUSUBRAMANIAN"
"A1","370","LEC","001","1","11:00 - 11:50","M","","W","","F","0087A0351","","28","0000309607","GOLDMAN,IRWIN LEE"
"A1","370","LEC","001","1","11:00 - 11:50","M","","W","","F","0087A0351","","28","0000309658","NIENHUIS,JAMES"
"A1","370","LAB","301","1","11:00 - 13:00","","","","","F","0087C0128","","28","0000309607","GOLDMAN,IRWIN LEE"
"A1","370","LAB","301","1","11:00 - 13:00","","","","","F","0087C0128","","28","0000309658","NIENHUIS,JAMES"
"AJJ","375","LEC","001","1","15:30 - 16:20","M","","","","","0087A0351","","25","0000309658","NIENHUIS,JAMES"
"A1","399","IND","005","1","-","","","","","","","","1","0002601095","STIER,JOHN C"
"A1","399","IND","025","1","-","","","","","","","","1","0002600923","MCCOWN,BRENT H"
"A1","461","LEC","001","1","08:50 - 09:40","M","","W","","F","0087C0247","","8","0002601095","STIER,JOHN C"
