"","","SUBJECT: MEDICAL SCIENCES - MEDICAL SCHOOL (622)","","","","","","","","","","",""
"","","TERM:","1152","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","MEDICAL SCIENCES - MEDICAL SCHOOL","","","","","","","","","","","",""
"A1","699","IND","034","1","-","","","","","","7","0004162682","LORI DIPRETE BROWN"
"A1","699","IND","039","1","-","","","","","","1","0004957601","MIRIAM SHELEF"
"A1","699","IND","041","1","-","","","","","","1","0003479356","HASAN MUKHTAR"
"00A","706","LEC","001","1","-","","","","","","178","0005475890","DAVID MURRAY"
"00A","709","LEC","001","1","-","","","","","","181","0000725571","AROOR MOORTHY"
"00A","715","LEC","001","1","-","","","","","","179","0002600120","LYN THET"
"00A","751","LEC","001","1","-","","","","","","176","0004763243","DAVID YANG"
"00A","755","LEC","001","1","-","","","","","","180
180","0002600687","JON WOODS"
"00A","755","LEC","001","1","-","","","","","","180
180","0000285717","ANDREW URBAN"
"A1","768","SEM","001","1","16:35 - 18:00","","","W","","0430 3247","4
0","0000115173","SARAH DAVIS"
"A1","768","SEM","001","1","16:35 - 18:00","","","W","","0430 3247","4
0","0000762131","KATHLEEN O'CONNELL"
"A1","768","SEM","001","1","16:35 - 18:00","","","W","","0430 3247","4
0","0000199727","MARTHA GAINES"
"00A","800","LEC","001","1","06:00 - 17:00","M","T","W R","F","S","175","0000938273","JANE CRONE"
"00A","806","LEC","001","1","06:00 - 17:00","M","T","W R","F","S","180","0000795965","SCOTT MEAD"
