"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/10/2014"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","1:47:32PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: INDUSTRIAL RELATIONS (492)","","","","","","","",""
"","","TERM:","1152","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INDUSTRIAL RELATIONS","","","","","","","","",""
"A1","990","IND","099","1","-","1","0003559273","LARRY HUNTER","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
