"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","10/10/2014"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","1:47:32PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","","","",""
"","","TERM:","1152","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","","","",""
"A1","671","LEC","001","1","14:30 - 15:45","T","R","0018 4281","31","2","0000205756","RICHARD SHATEN","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
